condition,phase,method,target_name,target_surface,target_token_id,target_tier,ant_L7,spider_L7,ant_L22,spider_L22,p_six,p_eight,p_four,log_p_six_minus_log_p_eight,output_kl_from_clean,top_token,top_token_id,causal_flip,strong_reproduction,semantic_coherence,all_coordinate_signs_valid,total_residual_delta_norm,total_normalized_residual_delta_norm,L7_P16_delta_norm,L22_P16_delta_norm,L22_P21_delta_norm,L7_P16_sae_cosine,L22_P16_sae_cosine,L22_P21_sae_cosine
primary_grid_overdrive_ant_Ants_a1.5_s0.5,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,1.5,0.5,1.5,0.5,0.0008011386962607503,0.8785552382469177,0.11889952421188354,-6.999999976583412,0.9731603860855103, Eight,38923,False,False,False,True,84813.42180068493,2.580964031519095,17737.544921875,79475.4609375,23713.859375,0.01437925174832344,0.01890983246266842,0.08827625215053558
primary_grid_overdrive_ant_Ants_a1.5_s1,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,1.5,1.0,1.5,1.0,0.00039768664282746613,0.5599845051765442,0.43611636757850647,-7.250000027402437,4.168006896972656, Eight,38923,False,False,False,True,106934.93016192745,3.2139146589161602,21829.197265625,93313.5390625,47446.2734375,0.012498592026531696,0.019900402054190636,0.0885346382856369
primary_grid_overdrive_ant_Ants_a2_s0,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,2.0,0.0,2.0,0.0,1.670113852014765e-05,0.9999663829803467,7.889058906584978e-06,-11.000000048421507,9.933204273693264e-05, Eight,38923,False,False,True,True,96595.03142862929,2.827388175203697,18691.919921875,94769.2578125,0.0,0.016882840543985367,0.01548292301595211,0.0
primary_grid_overdrive_ant_Ants_a2_s0.03125,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,2.0,0.03125,2.0,0.03125,5.6945232245197985e-06,0.5621392726898193,0.4377945363521576,-11.50000003921211,4.130958080291748, Eight,38923,False,False,False,True,97023.44942922547,2.8491196658417177,18900.87109375,95153.0703125,1483.246826171875,0.016783077269792557,0.015952464193105698,0.08795186132192612
primary_grid_overdrive_ant_Ants_a2_s0.0625,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,2.0,0.0625,2.0,0.0625,7.453747093677521e-05,0.9958001971244812,0.004069607704877853,-9.499999946611082,0.019201673567295074, Eight,38923,False,False,True,True,97435.75429263501,2.8711484323148277,19116.765625,95495.9765625,2965.458984375,0.016642391681671143,0.016100086271762848,0.08791759610176086
primary_grid_overdrive_ant_Ants_a2_s0.125,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,2.0,0.125,2.0,0.125,0.00015667799743823707,0.9887459874153137,0.010983976535499096,-8.750000012321292,0.06241261214017868, Eight,38923,False,False,False,True,98356.11346804613,2.917800726885141,19562.828125,96208.234375,5932.65966796875,0.016411686316132545,0.01649118959903717,0.0908396989107132
primary_grid_overdrive_ant_Ants_a2_s0.25,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,2.0,0.25,2.0,0.25,0.0002564341120887548,0.981533944606781,0.01797742210328579,-8.250000117854155,0.1118151992559433, Eight,38923,False,False,False,True,100778.38179846028,3.0207793091571653,20463.96484375,97963.8984375,11856.76953125,0.01587137207388878,0.017136698588728905,0.08960361778736115
primary_grid_overdrive_ant_Ants_a2_s0.5,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,2.0,0.5,2.0,0.5,0.0006244481191970408,0.8792884349822998,0.11899875104427338,-7.250000012383471,0.962410032749176, Eight,38923,False,False,False,True,107496.83298037566,3.261661493486057,22354.650390625,102437.7421875,23713.87109375,0.014947953633964062,0.018192633986473083,0.08896017074584961
primary_grid_overdrive_ant_Ants_a2_s1,primary_grid_overdrive_ant,additive,Ants, Ants,190788,ant,2.0,1.0,2.0,1.0,0.00034347097971476614,0.37666165828704834,0.6210100650787354,-6.999999981346462,6.199294567108154, Four,13038,False,False,False,True,126754.2866276252,3.843769723636225,26330.19921875,114551.25,47448.71875,0.013330146670341492,0.019358810037374496,0.08856085687875748
secondary_grid_insects_a0_s0,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0,0.0,0.0,0.0,1.1253320053583593e-07,0.999982476234436,1.6701407730579376e-05,-16.000000019046855,0.0, Eight,38923,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
secondary_grid_insects_a0_s0.03125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0,0.03125,0.0,0.03125,4.139516462942083e-08,0.9998981952667236,9.610186680220068e-05,-16.999999949411443,0.00013139063958078623, Eight,38923,False,False,True,True,2116.7901177640283,0.05413174989367014,291.9834899902344,1481.8311767578125,1483.1461181640625,0.0037068859674036503,0.015526523813605309,0.08842331171035767
secondary_grid_insects_a0_s0.0625,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0,0.0625,0.0,0.0625,0.00018051608640234917,0.887194812297821,0.0028237467631697655,-8.499999972581906,2.0595524311065674, Eight,38923,False,False,False,True,4233.337347152252,0.10825373943708186,583.8737182617188,2964.56640625,2965.060302734375,0.003744368674233556,0.01567254215478897,0.08809606730937958
secondary_grid_insects_a0_s0.125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0,0.125,0.0,0.125,3.925676139715506e-07,0.9994431138038635,0.0005527763860300183,-14.750000008349325,0.001411450793966651, Eight,38923,False,False,True,True,8464.89776574022,0.21648444826258004,1167.879638671875,5927.08984375,5929.60009765625,0.00385106448084116,0.015556316822767258,0.09089231491088867
secondary_grid_insects_a0_s0.25,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0,0.25,0.0,0.25,2.817226913975901e-06,0.970680832862854,0.029312020167708397,-12.749999956527367,0.19012948870658875, Eight,38923,False,False,False,True,16927.39753434684,0.4329264541412217,2335.746337890625,11851.6650390625,11858.29296875,0.003829285269603133,0.015555259771645069,0.08828084170818329
secondary_grid_insects_a0_s0.5,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0,0.5,0.0,0.5,2.4906854378059506e-05,0.9045048952102661,0.09533411264419556,-10.499999954048645,0.7356247901916504, Eight,38923,False,False,False,True,33866.73657435039,0.8660698668061573,4671.6513671875,23718.541015625,23718.396484375,0.0037288516759872437,0.01551924180239439,0.0882735624909401
secondary_grid_insects_a0_s1,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0,1.0,0.0,1.0,5.386632983572781e-05,0.43648338317871094,0.5604557394981384,-8.999999980868346,5.527212619781494, Four,13038,False,False,False,True,67733.97555923686,1.7320817084211715,9342.1787109375,47412.59765625,47462.203125,0.0037053818814456463,0.015594309195876122,0.08821355551481247
secondary_grid_insects_a0.03125_s0,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.03125,0.0,0.03125,0.0,2.3823585593163443e-07,0.9999953508377075,3.726635895873187e-06,-15.250000013500172,7.589261713292217e-06, Eight,38923,False,False,True,True,1510.360714467911,0.04418447268109003,291.9290771484375,1481.8795166015625,0.0,0.008071262389421463,0.0011463342234492302,0.0
secondary_grid_insects_a0.03125_s0.03125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.03125,0.03125,0.03125,0.03125,1.4449548757511366e-07,0.9999823570251465,4.785033070220379e-06,-15.749999914604915,0.0001134908088715747, Eight,38923,False,False,True,True,2745.000190527962,0.08150662038764539,546.9812622070312,2244.522705078125,1482.55029296875,0.0062973108142614365,0.010836347937583923,0.08824893087148666
secondary_grid_insects_a0.03125_s0.0625,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.03125,0.0625,0.03125,0.0625,5.04126830946916e-07,0.9995620846748352,0.0004305539187043905,-14.499999940590985,0.0010256957029923797, Eight,38923,False,False,True,True,4665.112833867901,0.13114479072894217,826.7501220703125,3505.740478515625,2964.716796875,0.005479149986058474,0.013539016246795654,0.08820730447769165
secondary_grid_insects_a0.03125_s0.125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.03125,0.125,0.03125,0.125,5.038861559114594e-07,0.9990849494934082,0.0009110475657507777,-14.500000006097206,0.0027623982168734074, Eight,38923,False,False,True,True,8777.49639400167,0.23637121035374836,1401.526611328125,6319.2353515625,5928.52685546875,0.004831931088119745,0.014836637303233147,0.08829989284276962
secondary_grid_insects_a0.03125_s0.25,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.03125,0.25,0.03125,0.25,3.640989007180906e-06,0.977013111114502,0.02297714538872242,-12.500000000691132,0.143394336104393, Eight,38923,False,False,False,True,17180.068954457598,0.4511132381703279,2562.814208984375,12168.365234375,11854.013671875,0.004429610446095467,0.015291417017579079,0.08836180716753006
secondary_grid_insects_a0.03125_s0.5,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.03125,0.5,0.03125,0.5,2.544229027989786e-05,0.9239495396614075,0.07584239542484283,-10.499999977231244,0.567983865737915, Eight,38923,False,False,False,True,34080.47181210843,0.8832370404359076,4895.45361328125,23981.130859375,23715.36328125,0.004049843177199364,0.015420574694871902,0.08831144124269485
secondary_grid_insects_a0.03125_s1,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.03125,1.0,0.03125,1.0,2.3981065169209614e-05,0.678245484828949,0.3203805088996887,-10.250000005730216,2.916814088821411, Eight,38923,False,False,False,True,67942.37726037714,1.7490389377388713,9565.35546875,47669.02734375,47458.765625,0.003899539355188608,0.015431993640959263,0.08828632533550262
secondary_grid_insects_a0.0625_s0,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0625,0.0,0.0625,0.0,3.7260406315908767e-06,0.9998356103897095,1.3005159416934475e-05,-12.499999977838446,0.0015446747420355678, Eight,38923,False,False,True,True,3023.187410599306,0.0884073766947333,583.871337890625,2966.269775390625,0.0,0.0080128638073802,0.0012445300817489624,0.0
secondary_grid_insects_a0.0625_s0.03125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0625,0.03125,0.0625,0.03125,5.315456519383588e-08,0.9999381303787231,5.829105793964118e-05,-16.74999997167136,4.8131932999240234e-05, Eight,38923,False,False,True,True,3897.206917600288,0.119481557954358,826.7064819335938,3508.293212890625,1482.1123046875,0.006965259090065956,0.007360255345702171,0.08828818053007126
secondary_grid_insects_a0.0625_s0.0625,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0625,0.0625,0.0625,0.0625,6.474598421846167e-07,0.9997909665107727,0.00020342583593446761,-14.250000009748351,0.0003447403432801366, Eight,38923,False,False,True,True,5490.6218762878325,0.16302218308901295,1093.9576416015625,4489.87646484375,2964.994873046875,0.006288018077611923,0.0110414307564497,0.08831275254487991
secondary_grid_insects_a0.0625_s0.125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0625,0.125,0.0625,0.125,1.7559834759595105e-06,0.9975215792655945,0.0024726090487092733,-13.249999975738312,0.00992483552545309, Eight,38923,False,False,True,True,9332.192718483939,0.26230346731555815,1653.252197265625,7015.10888671875,5928.30712890625,0.005476352293044329,0.010225348174571991,0.08819521963596344
secondary_grid_insects_a0.0625_s0.25,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0625,0.25,0.0625,0.25,6.002951522532385e-06,0.977009117603302,0.022977052256464958,-11.999999994529379,0.14341571927070618, Eight,38923,False,False,False,True,17556.13197529013,0.47274244749872874,2802.765625,12637.826171875,11859.4951171875,0.00490676611661911,0.014865552075207233,0.08960670232772827
secondary_grid_insects_a0.0625_s0.5,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0625,0.5,0.0625,0.5,5.3859832405578345e-05,0.923923909664154,0.0758402943611145,-9.750000022673728,0.5681291222572327, Eight,38923,False,False,False,True,34366.47279420066,0.9022900670887143,5124.9306640625,24339.150390625,23714.875,0.0043152570724487305,0.015261050313711166,0.08893466740846634
secondary_grid_insects_a0.0625_s1,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.0625,1.0,0.0625,1.0,2.3987997337826528e-05,0.6784415245056152,0.3204731047153473,-10.249999976731456,2.9132471084594727, Eight,38923,False,False,False,True,68182.07991027295,1.7668554104683902,9791.2158203125,47965.64453125,47457.61328125,0.0040917545557022095,0.015468548983335495,0.08824081718921661
secondary_grid_insects_a0.125_s0,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.125,0.0,0.125,0.0,8.315158197547134e-07,0.9999845027923584,1.3709378663406824e-06,-14.000000015604796,8.399329817621037e-05, Eight,38923,False,False,True,True,6038.6210220846715,0.1766785737925268,1167.490234375,5924.6865234375,0.0,0.007919463329017162,0.0010430770926177502,0.0
secondary_grid_insects_a0.125_s0.03125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.125,0.03125,0.125,0.03125,1.12530976537073e-07,0.9999626874923706,3.5356180887902156e-05,-15.999999993003001,1.1170304787810892e-05, Eight,38923,False,False,True,True,6644.633015424825,0.2030682487345637,1401.0394287109375,6323.7265625,1482.8077392578125,0.007421685382723808,0.004731782246381044,0.08829962462186813
secondary_grid_insects_a0.125_s0.0625,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.125,0.0625,0.125,0.0625,1.2987507034267765e-05,0.9984784722328186,0.001501151593402028,-11.249999973454736,0.0053543634712696075, Eight,38923,False,False,True,True,7791.770258915082,0.23892636714369841,1653.43359375,7013.4375,2964.715087890625,0.006958771497011185,0.0074877189472317696,0.08838199079036713
secondary_grid_insects_a0.125_s0.125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.125,0.125,0.125,0.125,6.1246423683769535e-06,0.9968149065971375,0.003172643482685089,-12.000000015465211,0.013540715910494328, Eight,38923,False,False,True,True,10984.509737759648,0.3260746462994627,2187.663330078125,8985.666015625,5927.173828125,0.006269569508731365,0.011051971465349197,0.08831797540187836
secondary_grid_insects_a0.125_s0.25,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.125,0.25,0.125,0.25,7.848004315746948e-06,0.9947625994682312,0.005220035091042519,-11.750000121993809,0.02488136664032936, Eight,38923,False,False,True,True,18661.304076191147,0.5245850532113032,3306.89111328125,14023.8623046875,11859.1748046875,0.005474166013300419,0.01360220555216074,0.08965180814266205
secondary_grid_insects_a0.125_s0.5,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.125,0.5,0.125,0.5,2.0813438823097385e-05,0.9705312252044678,0.029307503253221512,-10.749999980080753,0.1917542815208435, Eight,38923,False,False,False,True,35111.30708308514,0.9454408917739073,5605.09912109375,25273.419921875,23720.0546875,0.004766077734529972,0.013895262964069843,0.08824675530195236
secondary_grid_insects_a0.125_s1,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.125,1.0,0.125,1.0,1.711864933895413e-05,0.6216723322868347,0.3770633339881897,-10.4999999620999,3.503291368484497, Eight,38923,False,False,False,True,68744.99696302736,1.8048543216658308,10250.9833984375,48667.7265625,47457.81640625,0.004353153519332409,0.015278259292244911,0.08829899877309799
secondary_grid_insects_a0.25_s0,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.25,0.0,0.25,0.0,1.760320742505428e-06,0.9999854564666748,4.785048076882958e-06,-13.24999998181893,3.6944798921467736e-05, Eight,38923,False,False,True,True,12089.93467365032,0.3536004866795472,2335.674560546875,11862.1728515625,0.0,0.007937994785606861,0.0011252807453274727,0.0
secondary_grid_insects_a0.25_s0.03125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.25,0.03125,0.25,0.03125,2.3801931092748418e-07,0.9990863800048828,0.0009110488463193178,-15.24999999061546,0.0027542738243937492, Eight,38923,False,False,True,True,12529.561737801874,0.37702122012441197,2563.69921875,12174.529296875,1482.6328125,0.0076264250092208385,0.0010347506031394005,0.08830766379833221
secondary_grid_insects_a0.25_s0.0625,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.25,0.0625,0.25,0.0625,2.744786615949124e-05,0.9967830181121826,0.003172541968524456,-10.499999961069577,0.013725393451750278, Eight,38923,False,False,True,True,13287.19673589308,0.4061501438353728,2802.654541015625,12645.646484375,2963.5029296875,0.007481469307094812,0.004707779735326767,0.08832822740077972
secondary_grid_insects_a0.25_s0.125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.25,0.125,0.25,0.125,1.6676118320901878e-05,0.9984682202339172,0.001501136226579547,-10.999999948550022,0.005421349313110113, Eight,38923,False,False,True,True,15587.56468378812,0.47794105162843903,3307.2607421875,14031.3564453125,5929.18505859375,0.0069920942187309265,0.007578842341899872,0.08828110247850418
secondary_grid_insects_a0.25_s0.25,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.25,0.25,0.25,0.25,1.661384703766089e-05,0.994739830493927,0.0052199154160916805,-10.999999998518607,0.025044459849596024, Eight,38923,False,False,True,True,21965.62841170563,0.6521256141158367,4375.693359375,17964.298828125,11858.587890625,0.006241237744688988,0.010935819707810879,0.08821700513362885
secondary_grid_insects_a0.25_s0.5,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.25,0.5,0.25,0.5,4.3689909944077954e-05,0.9623342752456665,0.03731374815106392,-9.999999967042895,0.2550579905509949, Eight,38923,False,False,False,True,37336.43449155387,1.0492304681843951,6611.50146484375,28065.611328125,23719.587890625,0.005442412570118904,0.013536348938941956,0.08824190497398376
secondary_grid_insects_a0.25_s1,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.25,1.0,0.25,1.0,7.654969522263855e-05,0.620288610458374,0.3762240707874298,-9.000000008768527,3.529536247253418, Eight,38923,False,False,False,True,70250.55526368269,1.8914363230802242,11211.6279296875,50566.375,47460.31640625,0.004824609961360693,0.014397324062883854,0.08822645246982574
secondary_grid_insects_a0.5_s0,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.5,0.0,0.5,0.0,2.2602876015298534e-06,0.9999815225601196,6.144098733784631e-06,-13.00000001785192,5.085999146103859e-05, Eight,38923,False,False,True,True,24175.261447259007,0.707050476624131,4670.24267578125,23719.8671875,0.0,0.007923293858766556,0.00010211160406470299,0.0
secondary_grid_insects_a0.5_s0.03125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.5,0.03125,0.5,0.03125,8.271803153547808e-07,0.9947705864906311,0.005220077000558376,-13.999999995444377,0.024846354499459267, Eight,38923,False,False,True,True,24523.17019495382,0.7286714688867942,4893.51123046875,23984.12890625,1483.5716552734375,0.007741316221654415,0.001089281402528286,0.08797336369752884
secondary_grid_insects_a0.5_s0.0625,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.5,0.0625,0.5,0.0625,3.528649904183112e-05,0.9979919195175171,0.0019265776500105858,-10.250000031207737,0.007791037205606699, Eight,38923,False,False,True,True,25032.45520258292,0.7535331350322437,5125.8564453125,24321.953125,2965.131591796875,0.00762084499001503,0.0030008526518940926,0.08829067647457123
secondary_grid_insects_a0.5_s0.125,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.5,0.125,0.5,0.125,4.530765363597311e-05,0.9979674220085144,0.001926530385389924,-9.99999993882847,0.007957782596349716, Eight,38923,False,False,True,True,26588.564641968813,0.8124323028350572,5604.333984375,25306.189453125,5927.89892578125,0.007360160816460848,0.004702622536569834,0.08829721808433533
secondary_grid_insects_a0.5_s0.25,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.5,0.25,0.5,0.25,4.5207874791231006e-05,0.995769739151001,0.004069483373314142,-10.000000031539466,0.019647380337119102, Eight,38923,False,False,True,True,31171.76268797917,0.9556610169160239,6612.26025390625,28059.23828125,11859.0029296875,0.006906010210514069,0.007540164981037378,0.0895831435918808
secondary_grid_insects_a0.5_s0.5,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.5,0.5,0.5,0.5,0.0001487551926402375,0.9387477040290833,0.060012128204107285,-8.75000008396063,0.44836097955703735, Eight,38923,False,False,False,True,43962.86074331861,1.3045990253839244,8749.6884765625,35962.5859375,23724.849609375,0.006181742995977402,0.010968188755214214,0.08821506053209305
secondary_grid_insects_a0.5_s1,secondary_grid,additive,insects, insects,30348,insect_surrogate,0.5,1.0,0.5,1.0,0.00012984618660993874,0.4970026910305023,0.4970026910305023,-8.25000014959034,4.869571685791016, Eight,38923,False,False,False,True,74660.93447766911,2.098564613268068,13227.216796875,56112.8359375,47440.96875,0.005436223465949297,0.013617822900414467,0.08861348778009415
secondary_grid_insects_a1_s0,secondary_grid,additive,insects, insects,30348,insect_surrogate,1.0,0.0,1.0,0.0,1.670068559178617e-05,0.9999392032623291,1.012947723211255e-05,-10.999999987397995,0.0002659906749613583, Eight,38923,False,False,True,True,48359.21298431754,1.4142090154136084,9340.1552734375,47448.65625,0.0,0.007878546603024006,0.00112106092274189,0.0
secondary_grid_insects_a1_s0.03125,secondary_grid,additive,insects, insects,30348,insect_surrogate,1.0,0.03125,1.0,0.03125,9.359811883768998e-06,0.9239611029624939,0.07584334909915924,-11.500000060977198,0.5676730275154114, Eight,38923,False,False,False,True,48653.11779782094,1.435008699750014,9563.9833984375,47680.77734375,1483.093017578125,0.007815671153366566,0.0015781326219439507,0.08796653151512146
secondary_grid_insects_a1_s0.0625,secondary_grid,additive,insects, insects,30348,insect_surrogate,1.0,0.0625,1.0,0.0625,0.00015789640019647777,0.9964349269866943,0.003171434160321951,-8.74999999192794,0.01683133654296398, Eight,38923,False,False,True,True,49056.29352336223,1.4575227282498595,9787.4404296875,47978.58984375,2963.251708984375,0.007710388861596584,0.0015369309112429619,0.08831197023391724
secondary_grid_insects_a1_s0.125,secondary_grid,additive,insects, insects,30348,insect_surrogate,1.0,0.125,1.0,0.125,0.00015774391067679971,0.9954726099967957,0.004068269394338131,-8.749999988714164,0.022387543693184853, Eight,38923,False,False,True,True,50106.99909141094,1.5077224936671174,10252.17578125,48687.00390625,5931.2646484375,0.007578495889902115,0.0024755955673754215,0.08819033950567245
secondary_grid_insects_a1_s0.25,secondary_grid,additive,insects, insects,30348,insect_surrogate,1.0,0.25,1.0,0.25,0.00025877292500808835,0.9904859662055969,0.008569383062422276,-8.250000036906235,0.054531946778297424, Eight,38923,False,False,True,True,53127.65221637974,1.624183466735552,11209.1728515625,50559.6796875,11858.3583984375,0.00739399204030633,0.004298036452382803,0.08830268681049347
secondary_grid_insects_a1_s0.5,secondary_grid,additive,insects, insects,30348,insect_surrogate,1.0,0.5,1.0,0.5,0.0010236540110781789,0.874260663986206,0.11831831187009811,-6.749999984020607,1.040164589881897, Eight,38923,False,False,False,True,62320.10749149081,1.9112693042848266,13228.283203125,56089.12109375,23723.802734375,0.006939363665878773,0.007089944556355476,0.08899208903312683
secondary_grid_insects_a1_s1,secondary_grid,additive,insects, insects,30348,insect_surrogate,1.0,1.0,1.0,1.0,0.00027424932341091335,0.4958544075489044,0.4958544075489044,-7.49999999735022,4.89291524887085, Eight,38923,False,False,False,True,87876.32048317103,2.6088094451348356,17504.130859375,71872.859375,47435.6953125,0.006247362121939659,0.01066803652793169,0.08862289786338806
secondary_grid_overdrive_ant_insects_a1.5_s0,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,1.5,0.0,1.5,0.0,0.00012338221131358296,0.9997764229774475,2.1440613636514172e-05,-9.000000009535775,0.0013133735628798604, Eight,38923,False,False,True,True,72552.48046448831,2.1219372147047744,14015.9541015625,71185.78125,0.0,0.00794081948697567,0.0007485440000891685,0.0
secondary_grid_overdrive_ant_insects_a1.5_s0.03125,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,1.5,0.03125,1.5,0.03125,3.954699423047714e-05,0.32045263051986694,0.6783981919288635,-9.000000053633425,6.849616050720215, Four,13038,False,False,False,True,72834.81813592777,2.1421900359894526,14234.9296875,71414.8359375,1482.807373046875,0.007914967834949493,0.0011366656981408596,0.08837775141000748
secondary_grid_overdrive_ant_insects_a1.5_s0.0625,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,1.5,0.0625,1.5,0.0625,0.0008967508911155164,0.9834067225456238,0.014027543365955353,-6.9999999598315545,0.10859640687704086, Eight,38923,False,False,False,True,73181.52264666383,2.1639724907111377,14460.5830078125,71677.34375,2963.98193359375,0.007864866405725479,0.0014265920035541058,0.08822888880968094
secondary_grid_overdrive_ant_insects_a1.5_s0.125,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,1.5,0.125,1.5,0.125,0.000698421208653599,0.9834502935409546,0.014028164558112621,-7.250000003606526,0.10890588909387589, Eight,38923,False,False,False,True,74050.73944304447,2.210410837337183,14912.7978515625,72290.484375,5933.4931640625,0.007766480091959238,0.0020313947461545467,0.08829385787248611
secondary_grid_overdrive_ant_insects_a1.5_s0.25,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,1.5,0.25,1.5,0.25,0.0006953036063350737,0.9790604114532471,0.017932116985321045,-7.250000033091545,0.1422077864408493, Eight,38923,False,False,False,True,76439.83339767704,2.3161366726106634,15853.779296875,73831.1171875,11860.5205078125,0.007638297509402037,0.003253015223890543,0.08827579021453857
secondary_grid_overdrive_ant_insects_a1.5_s0.5,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,1.5,0.5,1.5,0.5,0.002428792417049408,0.7631039023399353,0.21863293647766113,-5.750000011964681,2.1428332328796387, Eight,38923,False,False,False,True,83700.28138873869,2.5697303036019914,17802.73046875,78269.765625,23720.111328125,0.00731170317158103,0.005414178129285574,0.08830340951681137
secondary_grid_overdrive_ant_insects_a1.5_s1,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,1.5,1.0,1.5,1.0,0.0010687123285606503,0.5536066889762878,0.43114930391311646,-6.2499999944016285,4.293978691101074, Eight,38923,False,False,False,True,105086.0341993719,3.194986508272055,21939.005859375,91168.5,47434.7890625,0.006699678488075733,0.008839476853609085,0.08858279883861542
secondary_grid_overdrive_ant_insects_a2_s0,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,2.0,0.0,2.0,0.0,0.0003352977801114321,0.9995086193084717,2.7522919481270947e-05,-8.000000023659563,0.0034305527806282043, Eight,38923,False,False,True,True,96739.66389606285,2.8291062668179183,18685.3359375,94917.96875,0.0,0.007982618175446987,0.0009430251084268093,0.0
secondary_grid_overdrive_ant_insects_a2_s0.03125,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,2.0,0.03125,2.0,0.03125,5.804370084661059e-05,0.22216956317424774,0.7754479050636292,-8.249999977682936,8.032514572143555, Four,13038,False,False,False,True,97038.75311334159,2.850153577348484,18911.853515625,95166.5078125,1482.293212890625,0.007950270548462868,0.0011663786135613918,0.0882512629032135
secondary_grid_overdrive_ant_insects_a2_s0.0625,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,2.0,0.0625,2.0,0.0625,0.0011495966464281082,0.9818230867385864,0.01400495320558548,-6.749999997439439,0.13089151680469513, Eight,38923,False,False,False,True,97325.09149797141,2.8707137611622615,19133.583984375,95379.6796875,2965.822265625,0.007916894741356373,0.0013237735256552696,0.08820901811122894
secondary_grid_overdrive_ant_insects_a2_s0.125,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,2.0,0.125,2.0,0.125,0.0008910416509024799,0.977145791053772,0.017897048965096474,-6.999999970458122,0.1701774150133133, Eight,38923,False,False,False,True,98115.92957937112,2.9154822175355117,19580.111328125,95959.2109375,5931.67041015625,0.007789584342390299,0.0018657585605978966,0.08834021538496017
secondary_grid_overdrive_ant_insects_a2_s0.25,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,2.0,0.25,2.0,0.25,0.001796109601855278,0.9304078221321106,0.05947897955775261,-6.250000014897904,0.5655052661895752, Eight,38923,False,False,False,True,100154.99628277082,3.014799323251144,20507.365234375,97313.40625,11856.3154296875,0.007648362312465906,0.002790336962789297,0.08828265964984894
